artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Eminem,Till I Collapse,0.548,0.847,1,-3.237,1,0.186,0.0622,0,0.0816,0.1,171.447,audio_features,4xkOaSrkexMciUUogZKVTS,spotify:track:4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/tracks/4xkOaSrkexMciUUogZKVTS,https://api.spotify.com/v1/audio-analysis/4xkOaSrkexMciUUogZKVTS,297787,4
Hollow Point Heroes,From the Inside,0.342,0.928,4,-3.569,1,0.0724,0.036,0,0.177,0.283,185.104,audio_features,3OZ0YmANXXnladoGzqAml2,spotify:track:3OZ0YmANXXnladoGzqAml2,https://api.spotify.com/v1/tracks/3OZ0YmANXXnladoGzqAml2,https://api.spotify.com/v1/audio-analysis/3OZ0YmANXXnladoGzqAml2,178373,4
T. Powell,"Clear Eyes, Full Heart, Can't Lose",0.633,0.881,1,-3.526,0,0.171,0.549,0,0.267,0.571,74.965,audio_features,7qK3sX9MNReAgUQ6jdTAWC,spotify:track:7qK3sX9MNReAgUQ6jdTAWC,https://api.spotify.com/v1/tracks/7qK3sX9MNReAgUQ6jdTAWC,https://api.spotify.com/v1/audio-analysis/7qK3sX9MNReAgUQ6jdTAWC,176488,4
Skillet,I Want to Live,0.452,0.962,11,-3.063,0,0.0831,0.00901,0,0.065,0.566,164.032,audio_features,4Ahphc0UzRSoMpJRHgnGQK,spotify:track:4Ahphc0UzRSoMpJRHgnGQK,https://api.spotify.com/v1/tracks/4Ahphc0UzRSoMpJRHgnGQK,https://api.spotify.com/v1/audio-analysis/4Ahphc0UzRSoMpJRHgnGQK,208827,4
Lost Sky,Fearless Pt. II,0.729,0.928,6,-4.279,1,0.0515,0.282,0.00147,0.12,0.322,109.996,audio_features,4VZH6OfxPy1nNE7KbtVKyK,spotify:track:4VZH6OfxPy1nNE7KbtVKyK,https://api.spotify.com/v1/tracks/4VZH6OfxPy1nNE7KbtVKyK,https://api.spotify.com/v1/audio-analysis/4VZH6OfxPy1nNE7KbtVKyK,194182,4
Skillet,Awake and Alive,0.434,0.939,4,-2.983,0,0.0593,0.0425,0,0.491,0.569,159.932,audio_features,0KCr0VngtbPhpbngIIfiLW,spotify:track:0KCr0VngtbPhpbngIIfiLW,https://api.spotify.com/v1/tracks/0KCr0VngtbPhpbngIIfiLW,https://api.spotify.com/v1/audio-analysis/0KCr0VngtbPhpbngIIfiLW,209493,4
Trick Trick,Welcome 2 Detroit,0.593,0.789,6,-4.48,1,0.275,0.16,0,0.619,0.58,91.189,audio_features,79t5idiRhbDB1oLaVcTVsD,spotify:track:79t5idiRhbDB1oLaVcTVsD,https://api.spotify.com/v1/tracks/79t5idiRhbDB1oLaVcTVsD,https://api.spotify.com/v1/audio-analysis/79t5idiRhbDB1oLaVcTVsD,285453,4
The Plot In You,FEEL NOTHING,0.448,0.825,4,-5.307,0,0.0621,0.00353,0,0.108,0.226,144.17,audio_features,4xDwCYhobDehSBGUmd5H6Y,spotify:track:4xDwCYhobDehSBGUmd5H6Y,https://api.spotify.com/v1/tracks/4xDwCYhobDehSBGUmd5H6Y,https://api.spotify.com/v1/audio-analysis/4xDwCYhobDehSBGUmd5H6Y,216827,4
Electric Callboy,Best Day,0.539,0.921,5,-2.688,1,0.118,5.08e-05,1.47e-06,0.262,0.232,107.049,audio_features,6xrqktHyZEDvPJSEsxuwYz,spotify:track:6xrqktHyZEDvPJSEsxuwYz,https://api.spotify.com/v1/tracks/6xrqktHyZEDvPJSEsxuwYz,https://api.spotify.com/v1/audio-analysis/6xrqktHyZEDvPJSEsxuwYz,238213,4
Jay Kill & The Hustle Standard,No More Favors,0.726,0.626,0,-8.884,1,0.0332,0.0135,0,0.112,0.634,129.996,audio_features,5UDIJbA6a3epCgntdODPCl,spotify:track:5UDIJbA6a3epCgntdODPCl,https://api.spotify.com/v1/tracks/5UDIJbA6a3epCgntdODPCl,https://api.spotify.com/v1/audio-analysis/5UDIJbA6a3epCgntdODPCl,287073,4
Rise Against,Satellite,0.387,0.94,5,-4.16,0,0.0528,0.00369,0,0.0759,0.444,134.876,audio_features,5sG3G54H21hNfd5etlheoe,spotify:track:5sG3G54H21hNfd5etlheoe,https://api.spotify.com/v1/tracks/5sG3G54H21hNfd5etlheoe,https://api.spotify.com/v1/audio-analysis/5sG3G54H21hNfd5etlheoe,238573,4
Cult To Follow,Leave It All Behind,0.643,0.954,9,-3.255,1,0.108,0.00528,0,0.466,0.54,114.964,audio_features,4I58RPHVzDldHfK3t5HiZA,spotify:track:4I58RPHVzDldHfK3t5HiZA,https://api.spotify.com/v1/tracks/4I58RPHVzDldHfK3t5HiZA,https://api.spotify.com/v1/audio-analysis/4I58RPHVzDldHfK3t5HiZA,224087,4
Fifty Vinc,Way Of The Warrior Part I - Hard Diss Rap Beat Mix,0.34,0.76,1,-7.753,1,0.129,0.0357,0.0448,0.0955,0.0381,182.071,audio_features,6E7mneOYKKKFivxPHeRWE7,spotify:track:6E7mneOYKKKFivxPHeRWE7,https://api.spotify.com/v1/tracks/6E7mneOYKKKFivxPHeRWE7,https://api.spotify.com/v1/audio-analysis/6E7mneOYKKKFivxPHeRWE7,233593,4
Ashes Remain,End of Me,0.59,0.823,5,-4.606,0,0.0394,0.00187,0,0.375,0.571,129.969,audio_features,3tfTwukbzAVanIvsYeIEmj,spotify:track:3tfTwukbzAVanIvsYeIEmj,https://api.spotify.com/v1/tracks/3tfTwukbzAVanIvsYeIEmj,https://api.spotify.com/v1/audio-analysis/3tfTwukbzAVanIvsYeIEmj,170427,4
Stevie Stone,Rap Gamez Callin,0.751,0.693,8,-6.021,1,0.22,0.0168,0,0.225,0.559,92.031,audio_features,3hrh0gPGdpZiNYxkgpYe2Y,spotify:track:3hrh0gPGdpZiNYxkgpYe2Y,https://api.spotify.com/v1/tracks/3hrh0gPGdpZiNYxkgpYe2Y,https://api.spotify.com/v1/audio-analysis/3hrh0gPGdpZiNYxkgpYe2Y,192813,4
Skillet,Feel Invincible,0.603,0.886,5,-3.777,0,0.0837,0.00045,0,0.26,0.395,126.025,audio_features,0i8JFpqe9cKwnrcvoNgl1L,spotify:track:0i8JFpqe9cKwnrcvoNgl1L,https://api.spotify.com/v1/tracks/0i8JFpqe9cKwnrcvoNgl1L,https://api.spotify.com/v1/audio-analysis/0i8JFpqe9cKwnrcvoNgl1L,229933,4
2Scratch,All Night,0.712,0.613,8,-8.512,1,0.277,0.245,0,0.11,0.381,95.96,audio_features,0Y2EhhpZTKChZNerxIt6T9,spotify:track:0Y2EhhpZTKChZNerxIt6T9,https://api.spotify.com/v1/tracks/0Y2EhhpZTKChZNerxIt6T9,https://api.spotify.com/v1/audio-analysis/0Y2EhhpZTKChZNerxIt6T9,235000,4
Skillet,Whispers in the Dark,0.509,0.938,11,-3.883,0,0.0715,0.000644,0.00246,0.14,0.335,94.019,audio_features,6rSuL1ViLO7Aljn2WD09s4,spotify:track:6rSuL1ViLO7Aljn2WD09s4,https://api.spotify.com/v1/tracks/6rSuL1ViLO7Aljn2WD09s4,https://api.spotify.com/v1/audio-analysis/6rSuL1ViLO7Aljn2WD09s4,204347,4
STIC.MAN Of Dead Prez (AKA) Stic,Let It Burn,0.674,0.67,1,-6.36,1,0.0449,0.00253,0.0119,0.35,0.237,95.413,audio_features,7Kho8NahTcrqnCK5IZGwJb,spotify:track:7Kho8NahTcrqnCK5IZGwJb,https://api.spotify.com/v1/tracks/7Kho8NahTcrqnCK5IZGwJb,https://api.spotify.com/v1/audio-analysis/7Kho8NahTcrqnCK5IZGwJb,223253,4
Three Days Grace,Painkiller,0.376,0.95,9,-4.067,1,0.0641,0.00021,0,0.0377,0.438,178.018,audio_features,6OMO6WdRhSfjMPAiPT94wH,spotify:track:6OMO6WdRhSfjMPAiPT94wH,https://api.spotify.com/v1/tracks/6OMO6WdRhSfjMPAiPT94wH,https://api.spotify.com/v1/audio-analysis/6OMO6WdRhSfjMPAiPT94wH,179160,4
Billy Talent,Red Flag,0.564,0.865,2,-7.384,1,0.121,0.000583,0,0.056,0.726,183.052,audio_features,2RZWdE8kYPlCAcRUYDeuLC,spotify:track:2RZWdE8kYPlCAcRUYDeuLC,https://api.spotify.com/v1/tracks/2RZWdE8kYPlCAcRUYDeuLC,https://api.spotify.com/v1/audio-analysis/2RZWdE8kYPlCAcRUYDeuLC,198173,4
Bazanji,Lights Go Down,0.806,0.702,2,-7.578,1,0.195,0.0925,0,0.0948,0.101,136.0,audio_features,48KQyOEsDflKNbt4yq6HgY,spotify:track:48KQyOEsDflKNbt4yq6HgY,https://api.spotify.com/v1/tracks/48KQyOEsDflKNbt4yq6HgY,https://api.spotify.com/v1/audio-analysis/48KQyOEsDflKNbt4yq6HgY,185294,4
zebrahead,The Perfect Crime,0.328,0.974,9,-2.863,1,0.169,0.00123,0,0.3,0.334,194.198,audio_features,5rRwE8PjHsBXfvQ2toLAA9,spotify:track:5rRwE8PjHsBXfvQ2toLAA9,https://api.spotify.com/v1/tracks/5rRwE8PjHsBXfvQ2toLAA9,https://api.spotify.com/v1/audio-analysis/5rRwE8PjHsBXfvQ2toLAA9,206826,4
BeatBrothers,Hard Aggressive Choir Rap Beat - Joker,0.432,0.551,6,-7.922,0,0.326,0.000705,0.824,0.0674,0.526,189.698,audio_features,28Fn2CkqbzXYC5PSkh0k91,spotify:track:28Fn2CkqbzXYC5PSkh0k91,https://api.spotify.com/v1/tracks/28Fn2CkqbzXYC5PSkh0k91,https://api.spotify.com/v1/audio-analysis/28Fn2CkqbzXYC5PSkh0k91,227394,4
Roy Jones Jr.,"Go Hard, Go Home (feat. Giz, Swellz & Choppa)",0.595,0.714,1,-5.705,1,0.0609,0.0381,0,0.08,0.141,88.449,audio_features,0Cw5iiA8OHWIhuIIA8u8N5,spotify:track:0Cw5iiA8OHWIhuIIA8u8N5,https://api.spotify.com/v1/tracks/0Cw5iiA8OHWIhuIIA8u8N5,https://api.spotify.com/v1/audio-analysis/0Cw5iiA8OHWIhuIIA8u8N5,325333,4
Above Snakes,The Broken Ones,0.584,0.95,6,-4.542,1,0.0485,7.44e-05,0.000201,0.487,0.397,108.99,audio_features,2XKMVUbr0ALVuugLI6BUH3,spotify:track:2XKMVUbr0ALVuugLI6BUH3,https://api.spotify.com/v1/tracks/2XKMVUbr0ALVuugLI6BUH3,https://api.spotify.com/v1/audio-analysis/2XKMVUbr0ALVuugLI6BUH3,217824,4
zebrahead,Anthem,0.378,0.985,0,-3.86,1,0.262,0.00827,0,0.534,0.41,193.035,audio_features,5vB0cxSvzXuVh15EDD0Cej,spotify:track:5vB0cxSvzXuVh15EDD0Cej,https://api.spotify.com/v1/tracks/5vB0cxSvzXuVh15EDD0Cej,https://api.spotify.com/v1/audio-analysis/5vB0cxSvzXuVh15EDD0Cej,213133,4
G-Eazy,Random,0.603,0.783,9,-6.891,1,0.138,0.00353,0,0.216,0.182,87.154,audio_features,422lAAWQO9TqL1LxIPdhOn,spotify:track:422lAAWQO9TqL1LxIPdhOn,https://api.spotify.com/v1/tracks/422lAAWQO9TqL1LxIPdhOn,https://api.spotify.com/v1/audio-analysis/422lAAWQO9TqL1LxIPdhOn,180333,4
