artist,track,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,type,id,uri,track_href,analysis_url,duration_ms,time_signature
Mitchy Katawazi,Summertime,0.668,0.618,6,-7.701,1,0.0457,0.106,0,0.117,0.53,94.977,audio_features,7xn4QcdEGKTRIEzcbEZ6ZW,spotify:track:7xn4QcdEGKTRIEzcbEZ6ZW,https://api.spotify.com/v1/tracks/7xn4QcdEGKTRIEzcbEZ6ZW,https://api.spotify.com/v1/audio-analysis/7xn4QcdEGKTRIEzcbEZ6ZW,176684,4
Charlie Puth,Left and Right (Feat. Jung Kook of BTS),0.881,0.592,2,-4.898,1,0.0324,0.619,1.32e-05,0.0901,0.719,101.058,audio_features,0mBP9X2gPCuapvpZ7TGDk3,spotify:track:0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/tracks/0mBP9X2gPCuapvpZ7TGDk3,https://api.spotify.com/v1/audio-analysis/0mBP9X2gPCuapvpZ7TGDk3,154487,4
Marc Benjamin,When It All Comes Together,0.592,0.696,1,-7.197,0,0.0548,0.718,0,0.7,0.43,114.983,audio_features,7nibRvffnpZEDG4OYjhnOf,spotify:track:7nibRvffnpZEDG4OYjhnOf,https://api.spotify.com/v1/tracks/7nibRvffnpZEDG4OYjhnOf,https://api.spotify.com/v1/audio-analysis/7nibRvffnpZEDG4OYjhnOf,139826,4
Camila Cabello,Bam Bam (feat. Ed Sheeran),0.756,0.697,8,-6.377,1,0.0401,0.182,0,0.333,0.956,94.996,audio_features,0QBzMgT7NIeoCYy3sJCof1,spotify:track:0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/tracks/0QBzMgT7NIeoCYy3sJCof1,https://api.spotify.com/v1/audio-analysis/0QBzMgT7NIeoCYy3sJCof1,206071,4
Shawn Mendes,If I Can't Have You,0.691,0.823,2,-4.197,1,0.0623,0.487,0,0.134,0.87,123.935,audio_features,2bT1PH7Cw3J9p3t7nlXCdh,spotify:track:2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/tracks/2bT1PH7Cw3J9p3t7nlXCdh,https://api.spotify.com/v1/audio-analysis/2bT1PH7Cw3J9p3t7nlXCdh,191467,4
Maroon 5,Sugar,0.748,0.788,1,-7.055,1,0.0334,0.0591,0,0.0863,0.884,120.076,audio_features,2iuZJX9X9P0GKaE93xcPjk,spotify:track:2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/tracks/2iuZJX9X9P0GKaE93xcPjk,https://api.spotify.com/v1/audio-analysis/2iuZJX9X9P0GKaE93xcPjk,235493,4
Jawsh 685,Savage Love (Laxed - Siren Beat),0.767,0.481,0,-8.52,0,0.0803,0.234,0,0.269,0.761,150.076,audio_features,1xQ6trAsedVPCdbtDAmk0c,spotify:track:1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/tracks/1xQ6trAsedVPCdbtDAmk0c,https://api.spotify.com/v1/audio-analysis/1xQ6trAsedVPCdbtDAmk0c,171375,4
OMI,Cheerleader - Felix Jaehn Remix Radio Edit,0.782,0.685,4,-6.237,1,0.0309,0.166,1.18e-05,0.16,0.603,118.016,audio_features,7vFoFDWqTX0mHzLfrF1Cfy,spotify:track:7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/tracks/7vFoFDWqTX0mHzLfrF1Cfy,https://api.spotify.com/v1/audio-analysis/7vFoFDWqTX0mHzLfrF1Cfy,180566,4
Jax Jones,Whistle (feat. Calum Scott),0.701,0.88,10,-4.56,0,0.0358,0.182,7.33e-06,0.0649,0.623,124.039,audio_features,4q05KbxYZ5JdkmrletgPjF,spotify:track:4q05KbxYZ5JdkmrletgPjF,https://api.spotify.com/v1/tracks/4q05KbxYZ5JdkmrletgPjF,https://api.spotify.com/v1/audio-analysis/4q05KbxYZ5JdkmrletgPjF,181958,4
Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners),0.792,0.717,0,-4.759,0,0.0393,0.0927,3.59e-05,0.226,0.466,121.985,audio_features,1A8j067qyiNwQnZT0bzUpZ,spotify:track:1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/tracks/1A8j067qyiNwQnZT0bzUpZ,https://api.spotify.com/v1/audio-analysis/1A8j067qyiNwQnZT0bzUpZ,195547,4
TWOPILOTS,If You Had My Love (Kav Verhouzer Remix),0.73,0.699,10,-7.332,0,0.0434,0.0401,2.94e-06,0.129,0.624,122.968,audio_features,0nS2xf6yooLnSAthClLCDi,spotify:track:0nS2xf6yooLnSAthClLCDi,https://api.spotify.com/v1/tracks/0nS2xf6yooLnSAthClLCDi,https://api.spotify.com/v1/audio-analysis/0nS2xf6yooLnSAthClLCDi,158537,4
Jessie J,Price Tag,0.636,0.831,5,-3.945,1,0.182,0.0294,3.85e-06,0.272,0.668,175.015,audio_features,2fTsFCKRFQ5M0igJgabnLA,spotify:track:2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/tracks/2fTsFCKRFQ5M0igJgabnLA,https://api.spotify.com/v1/audio-analysis/2fTsFCKRFQ5M0igJgabnLA,223053,4
Mike Posner,Cooler Than Me (feat. Big Sean),0.837,0.515,7,-4.065,0,0.0793,0.103,0,0.233,0.769,129.001,audio_features,2DPYlWl50ydYsnnuryL5aX,spotify:track:2DPYlWl50ydYsnnuryL5aX,https://api.spotify.com/v1/tracks/2DPYlWl50ydYsnnuryL5aX,https://api.spotify.com/v1/audio-analysis/2DPYlWl50ydYsnnuryL5aX,227840,4
Mitchy Katawazi,So Nice,0.853,0.647,7,-5.593,1,0.0706,0.114,0,0.134,0.692,115.087,audio_features,0T7vRa9aRXSKEtOwfWdF9R,spotify:track:0T7vRa9aRXSKEtOwfWdF9R,https://api.spotify.com/v1/tracks/0T7vRa9aRXSKEtOwfWdF9R,https://api.spotify.com/v1/audio-analysis/0T7vRa9aRXSKEtOwfWdF9R,169043,4
One Direction,What Makes You Beautiful,0.726,0.787,4,-2.494,1,0.0737,0.009,0,0.0596,0.888,124.99,audio_features,4cluDES4hQEUhmXj6TXkSo,spotify:track:4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/tracks/4cluDES4hQEUhmXj6TXkSo,https://api.spotify.com/v1/audio-analysis/4cluDES4hQEUhmXj6TXkSo,199987,4
GROUPLOVE,Tongue Tied,0.56,0.936,3,-5.835,1,0.0439,0.00847,0,0.161,0.371,112.96,audio_features,0GO8y8jQk1PkHzS31d699N,spotify:track:0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/tracks/0GO8y8jQk1PkHzS31d699N,https://api.spotify.com/v1/audio-analysis/0GO8y8jQk1PkHzS31d699N,218013,4
Måneskin,Beggin',0.714,0.8,11,-4.808,0,0.0504,0.127,0,0.359,0.589,134.002,audio_features,3Wrjm47oTz2sjIgck11l5e,spotify:track:3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/tracks/3Wrjm47oTz2sjIgck11l5e,https://api.spotify.com/v1/audio-analysis/3Wrjm47oTz2sjIgck11l5e,211560,4
Dua Lipa,Don't Start Now,0.794,0.793,11,-4.521,0,0.0842,0.0125,0,0.0952,0.677,123.941,audio_features,6WrI0LAC5M1Rw2MnX2ZvEg,spotify:track:6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/tracks/6WrI0LAC5M1Rw2MnX2ZvEg,https://api.spotify.com/v1/audio-analysis/6WrI0LAC5M1Rw2MnX2ZvEg,183290,4
TWOPILOTS,Love Don't Cost A Thing,0.718,0.88,2,-4.812,0,0.107,0.214,3.97e-06,0.126,0.56,108.017,audio_features,6Bj0sk40N436vvBwvQhgHT,spotify:track:6Bj0sk40N436vvBwvQhgHT,https://api.spotify.com/v1/tracks/6Bj0sk40N436vvBwvQhgHT,https://api.spotify.com/v1/audio-analysis/6Bj0sk40N436vvBwvQhgHT,162778,4
Riton,Friday (feat. Mufasa & Hypeman) - Dopamine Re-Edit,0.824,0.862,2,-3.424,1,0.126,0.0076,0.000132,0.303,0.801,122.98,audio_features,4cG7HUWYHBV6R6tHn1gxrl,spotify:track:4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/tracks/4cG7HUWYHBV6R6tHn1gxrl,https://api.spotify.com/v1/audio-analysis/4cG7HUWYHBV6R6tHn1gxrl,169153,4
